sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p22.G5|CABFJEIN_00629	p22.G5|CABFJEIN_00629	p22.G5|CABFJEIN_00629	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p22.G5|CABFJEIN_01137	p22.G5|CABFJEIN_01138	p22.G5|CABFJEIN_01137,p22.G5|CABFJEIN_01138	2	HamA_1,HamB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p22.G5|CABFJEIN_01246	p22.G5|CABFJEIN_01249	p22.G5|CABFJEIN_01246,p22.G5|CABFJEIN_01249	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p22.G5|CABFJEIN_02706	p22.G5|CABFJEIN_02706	p22.G5|CABFJEIN_02706	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p22.G5|CABFJEIN_03889	p22.G5|CABFJEIN_03890	p22.G5|CABFJEIN_03889,p22.G5|CABFJEIN_03890	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p22.G5|CABFJEIN_03900	p22.G5|CABFJEIN_03900	p22.G5|CABFJEIN_03900	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p22.G5|CABFJEIN_04508	p22.G5|CABFJEIN_04509	p22.G5|CABFJEIN_04508,p22.G5|CABFJEIN_04509	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p22.G5|CABFJEIN_04511	p22.G5|CABFJEIN_04512	p22.G5|CABFJEIN_04511,p22.G5|CABFJEIN_04512	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p22.G5|CABFJEIN_04514	p22.G5|CABFJEIN_04515	p22.G5|CABFJEIN_04514,p22.G5|CABFJEIN_04515	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p22.G5|CABFJEIN_04796	p22.G5|CABFJEIN_04799	p22.G5|CABFJEIN_04796,p22.G5|CABFJEIN_04797,p22.G5|CABFJEIN_04798,p22.G5|CABFJEIN_04799	4	JetD_I,JetC_I,JetB_I,JetA_I
