sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Retron_III_7	Retron	Retron_III	p25.E3|IHOOLIBG_00123	p25.E3|IHOOLIBG_00124	p25.E3|IHOOLIBG_00123,p25.E3|IHOOLIBG_00124	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p25.E3|IHOOLIBG_00126	p25.E3|IHOOLIBG_00127	p25.E3|IHOOLIBG_00126,p25.E3|IHOOLIBG_00127	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p25.E3|IHOOLIBG_00129	p25.E3|IHOOLIBG_00130	p25.E3|IHOOLIBG_00129,p25.E3|IHOOLIBG_00130	2	GajB,GajA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p25.E3|IHOOLIBG_00679	p25.E3|IHOOLIBG_00679	p25.E3|IHOOLIBG_00679	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p25.E3|IHOOLIBG_00869	p25.E3|IHOOLIBG_00870	p25.E3|IHOOLIBG_00869,p25.E3|IHOOLIBG_00870	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p25.E3|IHOOLIBG_00993	p25.E3|IHOOLIBG_00993	p25.E3|IHOOLIBG_00993	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p25.E3|IHOOLIBG_01732	p25.E3|IHOOLIBG_01735	p25.E3|IHOOLIBG_01732,p25.E3|IHOOLIBG_01735	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p25.E3|IHOOLIBG_02352	p25.E3|IHOOLIBG_02355	p25.E3|IHOOLIBG_02352,p25.E3|IHOOLIBG_02353,p25.E3|IHOOLIBG_02354,p25.E3|IHOOLIBG_02355	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Septu_9	Septu	Septu	p25.E3|IHOOLIBG_02452	p25.E3|IHOOLIBG_02453	p25.E3|IHOOLIBG_02452,p25.E3|IHOOLIBG_02453	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p25.E3|IHOOLIBG_02463	p25.E3|IHOOLIBG_02463	p25.E3|IHOOLIBG_02463	1	Type_IV_REases
