sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p7.G6|BKJCEAHG_00153	p7.G6|BKJCEAHG_00153	p7.G6|BKJCEAHG_00153	1	Type_IV_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p7.G6|BKJCEAHG_00747	p7.G6|BKJCEAHG_00748	p7.G6|BKJCEAHG_00747,p7.G6|BKJCEAHG_00748	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p7.G6|BKJCEAHG_00750	p7.G6|BKJCEAHG_00751	p7.G6|BKJCEAHG_00750,p7.G6|BKJCEAHG_00751	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p7.G6|BKJCEAHG_00753	p7.G6|BKJCEAHG_00754	p7.G6|BKJCEAHG_00753,p7.G6|BKJCEAHG_00754	2	GajB,GajA
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.G6|BKJCEAHG_01609	p7.G6|BKJCEAHG_01612	p7.G6|BKJCEAHG_01609,p7.G6|BKJCEAHG_01610,p7.G6|BKJCEAHG_01611,p7.G6|BKJCEAHG_01612	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Septu_9	Septu	Septu	p7.G6|BKJCEAHG_02422	p7.G6|BKJCEAHG_02423	p7.G6|BKJCEAHG_02422,p7.G6|BKJCEAHG_02423	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p7.G6|BKJCEAHG_02433	p7.G6|BKJCEAHG_02433	p7.G6|BKJCEAHG_02433	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p7.G6|BKJCEAHG_02798	p7.G6|BKJCEAHG_02799	p7.G6|BKJCEAHG_02798,p7.G6|BKJCEAHG_02799	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.G6|BKJCEAHG_03495	p7.G6|BKJCEAHG_03498	p7.G6|BKJCEAHG_03495,p7.G6|BKJCEAHG_03498	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p7.G6|BKJCEAHG_04288	p7.G6|BKJCEAHG_04288	p7.G6|BKJCEAHG_04288	1	ATPase
