sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p4.E5|AFGLONMH_01301	p4.E5|AFGLONMH_01304	p4.E5|AFGLONMH_01301,p4.E5|AFGLONMH_01302,p4.E5|AFGLONMH_01303,p4.E5|AFGLONMH_01304	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p4.E5|AFGLONMH_01372	p4.E5|AFGLONMH_01372	p4.E5|AFGLONMH_01372	1	Type_IV_REases
UserReplicon_Retron_III_7	Retron	Retron_III	p4.E5|AFGLONMH_01824	p4.E5|AFGLONMH_01825	p4.E5|AFGLONMH_01824,p4.E5|AFGLONMH_01825	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p4.E5|AFGLONMH_01827	p4.E5|AFGLONMH_01828	p4.E5|AFGLONMH_01827,p4.E5|AFGLONMH_01828	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p4.E5|AFGLONMH_01830	p4.E5|AFGLONMH_01831	p4.E5|AFGLONMH_01830,p4.E5|AFGLONMH_01831	2	GajB,GajA
UserReplicon_Hachiman_3	Hachiman	Hachiman	p4.E5|AFGLONMH_01940	p4.E5|AFGLONMH_01941	p4.E5|AFGLONMH_01940,p4.E5|AFGLONMH_01941	2	HamA_1,HamB
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p4.E5|AFGLONMH_03011	p4.E5|AFGLONMH_03011	p4.E5|AFGLONMH_03011	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p4.E5|AFGLONMH_03035	p4.E5|AFGLONMH_03038	p4.E5|AFGLONMH_03035,p4.E5|AFGLONMH_03038	2	Type_I_REases,Type_I_MTases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p4.E5|AFGLONMH_04921	p4.E5|AFGLONMH_04921	p4.E5|AFGLONMH_04921	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p4.E5|AFGLONMH_04931	p4.E5|AFGLONMH_04932	p4.E5|AFGLONMH_04931,p4.E5|AFGLONMH_04932	2	PtuA,PtuB
