sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p7.D10|KCGGAEMG_00125	p7.D10|KCGGAEMG_00125	p7.D10|KCGGAEMG_00125	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p7.D10|KCGGAEMG_01114	p7.D10|KCGGAEMG_01115	p7.D10|KCGGAEMG_01114,p7.D10|KCGGAEMG_01115	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p7.D10|KCGGAEMG_01117	p7.D10|KCGGAEMG_01118	p7.D10|KCGGAEMG_01117,p7.D10|KCGGAEMG_01118	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p7.D10|KCGGAEMG_01120	p7.D10|KCGGAEMG_01121	p7.D10|KCGGAEMG_01120,p7.D10|KCGGAEMG_01121	2	PRTase_WH,RT_Tot
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.D10|KCGGAEMG_02495	p7.D10|KCGGAEMG_02498	p7.D10|KCGGAEMG_02495,p7.D10|KCGGAEMG_02498	2	Type_I_REases,Type_I_MTases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.D10|KCGGAEMG_02907	p7.D10|KCGGAEMG_02910	p7.D10|KCGGAEMG_02907,p7.D10|KCGGAEMG_02908,p7.D10|KCGGAEMG_02909,p7.D10|KCGGAEMG_02910	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Septu_9	Septu	Septu	p7.D10|KCGGAEMG_04079	p7.D10|KCGGAEMG_04080	p7.D10|KCGGAEMG_04079,p7.D10|KCGGAEMG_04080	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p7.D10|KCGGAEMG_04090	p7.D10|KCGGAEMG_04090	p7.D10|KCGGAEMG_04090	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p7.D10|KCGGAEMG_04822	p7.D10|KCGGAEMG_04823	p7.D10|KCGGAEMG_04822,p7.D10|KCGGAEMG_04823	2	HamA_1,HamB
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p7.D10|KCGGAEMG_05078	p7.D10|KCGGAEMG_05078	p7.D10|KCGGAEMG_05078	1	ATPase
