sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Abi2_1	Abi2	Abi2	p8.A1|MJBFMMCC_00045	p8.A1|MJBFMMCC_00045	p8.A1|MJBFMMCC_00045	1	Abi_2
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p8.A1|MJBFMMCC_00491	p8.A1|MJBFMMCC_00492	p8.A1|MJBFMMCC_00491,p8.A1|MJBFMMCC_00492	2	Type_II_MTases,Type_II_REases
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p8.A1|MJBFMMCC_00876	p8.A1|MJBFMMCC_00876	p8.A1|MJBFMMCC_00876	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p8.A1|MJBFMMCC_00896	p8.A1|MJBFMMCC_00897	p8.A1|MJBFMMCC_00896,p8.A1|MJBFMMCC_00897	2	GajA,GajB
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p8.A1|MJBFMMCC_02064	p8.A1|MJBFMMCC_02065	p8.A1|MJBFMMCC_02064,p8.A1|MJBFMMCC_02065	2	IetA,IetS
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p8.A1|MJBFMMCC_02074	p8.A1|MJBFMMCC_02074	p8.A1|MJBFMMCC_02074	1	Sirtuin_like
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p8.A1|MJBFMMCC_02601	p8.A1|MJBFMMCC_02602	p8.A1|MJBFMMCC_02601,p8.A1|MJBFMMCC_02602	2	Type_II_MTases,Type_II_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p8.A1|MJBFMMCC_03655	p8.A1|MJBFMMCC_03656	p8.A1|MJBFMMCC_03655,p8.A1|MJBFMMCC_03656	2	Type_I_REases,Type_I_MTases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p8.A1|MJBFMMCC_04500	p8.A1|MJBFMMCC_04503	p8.A1|MJBFMMCC_04500,p8.A1|MJBFMMCC_04501,p8.A1|MJBFMMCC_04502,p8.A1|MJBFMMCC_04503	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Septu_9	Septu	Septu	p8.A1|MJBFMMCC_04908	p8.A1|MJBFMMCC_04909	p8.A1|MJBFMMCC_04908,p8.A1|MJBFMMCC_04909	2	PtuA,PtuB
