sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p7.H10|BNOAAALM_00399	p7.H10|BNOAAALM_00400	p7.H10|BNOAAALM_00399,p7.H10|BNOAAALM_00400	2	Type_II_REases,Type_II_MTases
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p7.H10|BNOAAALM_00789	p7.H10|BNOAAALM_00790	p7.H10|BNOAAALM_00789,p7.H10|BNOAAALM_00790	2	Type_II_MTases,Type_II_REases
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p7.H10|BNOAAALM_02743	p7.H10|BNOAAALM_02743	p7.H10|BNOAAALM_02743	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p7.H10|BNOAAALM_02763	p7.H10|BNOAAALM_02764	p7.H10|BNOAAALM_02763,p7.H10|BNOAAALM_02764	2	GajA,GajB
UserReplicon_Abi2_1	Abi2	Abi2	p7.H10|BNOAAALM_03162	p7.H10|BNOAAALM_03162	p7.H10|BNOAAALM_03162	1	Abi_2
UserReplicon_Septu_9	Septu	Septu	p7.H10|BNOAAALM_03903	p7.H10|BNOAAALM_03904	p7.H10|BNOAAALM_03903,p7.H10|BNOAAALM_03904	2	PtuA,PtuB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.H10|BNOAAALM_04013	p7.H10|BNOAAALM_04014	p7.H10|BNOAAALM_04013,p7.H10|BNOAAALM_04014	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p7.H10|BNOAAALM_05078	p7.H10|BNOAAALM_05078	p7.H10|BNOAAALM_05078	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p7.H10|BNOAAALM_05087	p7.H10|BNOAAALM_05088	p7.H10|BNOAAALM_05087,p7.H10|BNOAAALM_05088	2	IetS,IetA
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.H10|BNOAAALM_05459	p7.H10|BNOAAALM_05462	p7.H10|BNOAAALM_05459,p7.H10|BNOAAALM_05460,p7.H10|BNOAAALM_05461,p7.H10|BNOAAALM_05462	4	JetD_I,JetC_I,JetB_I,JetA_I
