sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Retron_III_7	Retron	Retron_III	p2.E6|DBMHDNHF_01147	p2.E6|DBMHDNHF_01148	p2.E6|DBMHDNHF_01147,p2.E6|DBMHDNHF_01148	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p2.E6|DBMHDNHF_01150	p2.E6|DBMHDNHF_01151	p2.E6|DBMHDNHF_01150,p2.E6|DBMHDNHF_01151	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p2.E6|DBMHDNHF_01153	p2.E6|DBMHDNHF_01154	p2.E6|DBMHDNHF_01153,p2.E6|DBMHDNHF_01154	2	GajB,GajA
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p2.E6|DBMHDNHF_01293	p2.E6|DBMHDNHF_01293	p2.E6|DBMHDNHF_01293	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p2.E6|DBMHDNHF_02123	p2.E6|DBMHDNHF_02124	p2.E6|DBMHDNHF_02123,p2.E6|DBMHDNHF_02124	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p2.E6|DBMHDNHF_02134	p2.E6|DBMHDNHF_02134	p2.E6|DBMHDNHF_02134	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p2.E6|DBMHDNHF_02437	p2.E6|DBMHDNHF_02440	p2.E6|DBMHDNHF_02437,p2.E6|DBMHDNHF_02438,p2.E6|DBMHDNHF_02439,p2.E6|DBMHDNHF_02440	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p2.E6|DBMHDNHF_03034	p2.E6|DBMHDNHF_03035	p2.E6|DBMHDNHF_03034,p2.E6|DBMHDNHF_03035	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p2.E6|DBMHDNHF_04136	p2.E6|DBMHDNHF_04139	p2.E6|DBMHDNHF_04136,p2.E6|DBMHDNHF_04139	2	Type_I_MTases,Type_I_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p2.E6|DBMHDNHF_05253	p2.E6|DBMHDNHF_05253	p2.E6|DBMHDNHF_05253	1	Type_IV_REases
