sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p12.H6|GLIMPFHG_00473	p12.H6|GLIMPFHG_00473	p12.H6|GLIMPFHG_00473	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p12.H6|GLIMPFHG_01044	p12.H6|GLIMPFHG_01045	p12.H6|GLIMPFHG_01044,p12.H6|GLIMPFHG_01045	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p12.H6|GLIMPFHG_01055	p12.H6|GLIMPFHG_01055	p12.H6|GLIMPFHG_01055	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p12.H6|GLIMPFHG_01418	p12.H6|GLIMPFHG_01419	p12.H6|GLIMPFHG_01418,p12.H6|GLIMPFHG_01419	2	HamB,HamA_1
UserReplicon_Gabija_1	Gabija	Gabija	p12.H6|GLIMPFHG_01998	p12.H6|GLIMPFHG_01999	p12.H6|GLIMPFHG_01998,p12.H6|GLIMPFHG_01999	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p12.H6|GLIMPFHG_02001	p12.H6|GLIMPFHG_02002	p12.H6|GLIMPFHG_02001,p12.H6|GLIMPFHG_02002	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p12.H6|GLIMPFHG_02004	p12.H6|GLIMPFHG_02005	p12.H6|GLIMPFHG_02004,p12.H6|GLIMPFHG_02005	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p12.H6|GLIMPFHG_02286	p12.H6|GLIMPFHG_02289	p12.H6|GLIMPFHG_02286,p12.H6|GLIMPFHG_02287,p12.H6|GLIMPFHG_02288,p12.H6|GLIMPFHG_02289	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p12.H6|GLIMPFHG_04294	p12.H6|GLIMPFHG_04294	p12.H6|GLIMPFHG_04294	1	ATPase
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p12.H6|GLIMPFHG_04875	p12.H6|GLIMPFHG_04878	p12.H6|GLIMPFHG_04875,p12.H6|GLIMPFHG_04878	2	Type_I_MTases,Type_I_REases
