sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Retron_III_7	Retron	Retron_III	p12.C9|ANDCLOPM_00821	p12.C9|ANDCLOPM_00822	p12.C9|ANDCLOPM_00821,p12.C9|ANDCLOPM_00822	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p12.C9|ANDCLOPM_00824	p12.C9|ANDCLOPM_00825	p12.C9|ANDCLOPM_00824,p12.C9|ANDCLOPM_00825	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p12.C9|ANDCLOPM_00827	p12.C9|ANDCLOPM_00828	p12.C9|ANDCLOPM_00827,p12.C9|ANDCLOPM_00828	2	GajB,GajA
UserReplicon_Septu_9	Septu	Septu	p12.C9|ANDCLOPM_02467	p12.C9|ANDCLOPM_02468	p12.C9|ANDCLOPM_02467,p12.C9|ANDCLOPM_02468	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p12.C9|ANDCLOPM_02478	p12.C9|ANDCLOPM_02478	p12.C9|ANDCLOPM_02478	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p12.C9|ANDCLOPM_03375	p12.C9|ANDCLOPM_03375	p12.C9|ANDCLOPM_03375	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p12.C9|ANDCLOPM_04596	p12.C9|ANDCLOPM_04599	p12.C9|ANDCLOPM_04596,p12.C9|ANDCLOPM_04599	2	Type_I_MTases,Type_I_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p12.C9|ANDCLOPM_04752	p12.C9|ANDCLOPM_04755	p12.C9|ANDCLOPM_04752,p12.C9|ANDCLOPM_04753,p12.C9|ANDCLOPM_04754,p12.C9|ANDCLOPM_04755	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Hachiman_3	Hachiman	Hachiman	p12.C9|ANDCLOPM_04929	p12.C9|ANDCLOPM_04930	p12.C9|ANDCLOPM_04929,p12.C9|ANDCLOPM_04930	2	HamA_1,HamB
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p12.C9|ANDCLOPM_05373	p12.C9|ANDCLOPM_05373	p12.C9|ANDCLOPM_05373	1	ATPase
