sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p8.D8|DFNEKJHE_00292	p8.D8|DFNEKJHE_00292	p8.D8|DFNEKJHE_00292	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p8.D8|DFNEKJHE_00700	p8.D8|DFNEKJHE_00701	p8.D8|DFNEKJHE_00700,p8.D8|DFNEKJHE_00701	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p8.D8|DFNEKJHE_00703	p8.D8|DFNEKJHE_00704	p8.D8|DFNEKJHE_00703,p8.D8|DFNEKJHE_00704	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p8.D8|DFNEKJHE_00706	p8.D8|DFNEKJHE_00707	p8.D8|DFNEKJHE_00706,p8.D8|DFNEKJHE_00707	2	PRTase_WH,RT_Tot
UserReplicon_Septu_9	Septu	Septu	p8.D8|DFNEKJHE_01336	p8.D8|DFNEKJHE_01337	p8.D8|DFNEKJHE_01336,p8.D8|DFNEKJHE_01337	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p8.D8|DFNEKJHE_01347	p8.D8|DFNEKJHE_01347	p8.D8|DFNEKJHE_01347	1	Type_IV_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p8.D8|DFNEKJHE_01951	p8.D8|DFNEKJHE_01951	p8.D8|DFNEKJHE_01951	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p8.D8|DFNEKJHE_03014	p8.D8|DFNEKJHE_03017	p8.D8|DFNEKJHE_03014,p8.D8|DFNEKJHE_03015,p8.D8|DFNEKJHE_03016,p8.D8|DFNEKJHE_03017	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p8.D8|DFNEKJHE_04134	p8.D8|DFNEKJHE_04137	p8.D8|DFNEKJHE_04134,p8.D8|DFNEKJHE_04137	2	Type_I_MTases,Type_I_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p8.D8|DFNEKJHE_04224	p8.D8|DFNEKJHE_04225	p8.D8|DFNEKJHE_04224,p8.D8|DFNEKJHE_04225	2	HamB,HamA_1
