sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p21.C3|FPIIICNB_00648	p21.C3|FPIIICNB_00651	p21.C3|FPIIICNB_00648,p21.C3|FPIIICNB_00649,p21.C3|FPIIICNB_00650,p21.C3|FPIIICNB_00651	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p21.C3|FPIIICNB_02198	p21.C3|FPIIICNB_02198	p21.C3|FPIIICNB_02198	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p21.C3|FPIIICNB_02548	p21.C3|FPIIICNB_02549	p21.C3|FPIIICNB_02548,p21.C3|FPIIICNB_02549	2	GajA,GajB
UserReplicon_Hachiman_2	Hachiman	Hachiman	p21.C3|FPIIICNB_02551	p21.C3|FPIIICNB_02552	p21.C3|FPIIICNB_02551,p21.C3|FPIIICNB_02552	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p21.C3|FPIIICNB_02554	p21.C3|FPIIICNB_02555	p21.C3|FPIIICNB_02554,p21.C3|FPIIICNB_02555	2	PRTase_WH,RT_Tot
UserReplicon_Hachiman_3	Hachiman	Hachiman	p21.C3|FPIIICNB_02973	p21.C3|FPIIICNB_02974	p21.C3|FPIIICNB_02973,p21.C3|FPIIICNB_02974	2	HamA_1,HamB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p21.C3|FPIIICNB_03109	p21.C3|FPIIICNB_03112	p21.C3|FPIIICNB_03109,p21.C3|FPIIICNB_03112	2	Type_I_REases,Type_I_MTases
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p21.C3|FPIIICNB_03317	p21.C3|FPIIICNB_03317	p21.C3|FPIIICNB_03317	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p21.C3|FPIIICNB_04152	p21.C3|FPIIICNB_04153	p21.C3|FPIIICNB_04152,p21.C3|FPIIICNB_04153	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p21.C3|FPIIICNB_04163	p21.C3|FPIIICNB_04163	p21.C3|FPIIICNB_04163	1	Type_IV_REases
