sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p9.G6|FOHAFIGI_00477	p9.G6|FOHAFIGI_00477	p9.G6|FOHAFIGI_00477	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p9.G6|FOHAFIGI_01068	p9.G6|FOHAFIGI_01071	p9.G6|FOHAFIGI_01068,p9.G6|FOHAFIGI_01069,p9.G6|FOHAFIGI_01070,p9.G6|FOHAFIGI_01071	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Hachiman_2	Hachiman	Hachiman	p9.G6|FOHAFIGI_01427	p9.G6|FOHAFIGI_01428	p9.G6|FOHAFIGI_01427,p9.G6|FOHAFIGI_01428	2	HamA_1,HamB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p9.G6|FOHAFIGI_02787	p9.G6|FOHAFIGI_02790	p9.G6|FOHAFIGI_02787,p9.G6|FOHAFIGI_02790	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p9.G6|FOHAFIGI_03208	p9.G6|FOHAFIGI_03209	p9.G6|FOHAFIGI_03208,p9.G6|FOHAFIGI_03209	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p9.G6|FOHAFIGI_03219	p9.G6|FOHAFIGI_03219	p9.G6|FOHAFIGI_03219	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p9.G6|FOHAFIGI_04832	p9.G6|FOHAFIGI_04832	p9.G6|FOHAFIGI_04832	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p9.G6|FOHAFIGI_05239	p9.G6|FOHAFIGI_05240	p9.G6|FOHAFIGI_05239,p9.G6|FOHAFIGI_05240	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p9.G6|FOHAFIGI_05242	p9.G6|FOHAFIGI_05243	p9.G6|FOHAFIGI_05242,p9.G6|FOHAFIGI_05243	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p9.G6|FOHAFIGI_05245	p9.G6|FOHAFIGI_05246	p9.G6|FOHAFIGI_05245,p9.G6|FOHAFIGI_05246	2	PRTase_WH,RT_Tot
