sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Gao_Ape_3	Gao_Ape	Gao_Ape	p3.A9|OEECBAGI_01376	p3.A9|OEECBAGI_01376	p3.A9|OEECBAGI_01376	1	ApeA
UserReplicon_Abi2_1	Abi2	Abi2	p3.A9|OEECBAGI_01750	p3.A9|OEECBAGI_01750	p3.A9|OEECBAGI_01750	1	Abi_2
UserReplicon_Retron_I_C_7	Retron	Retron_I_C	p3.A9|OEECBAGI_03200	p3.A9|OEECBAGI_03200	p3.A9|OEECBAGI_03200	1	RT_1_C1
UserReplicon_Abi2_2	Abi2	Abi2	p3.A9|OEECBAGI_03202	p3.A9|OEECBAGI_03202	p3.A9|OEECBAGI_03202	1	Abi_2
UserReplicon_Septu_8	Septu	Septu	p3.A9|OEECBAGI_03626	p3.A9|OEECBAGI_03627	p3.A9|OEECBAGI_03626,p3.A9|OEECBAGI_03627	2	PtuB,PtuA
UserReplicon_Septu_9	Septu	Septu	p3.A9|OEECBAGI_03883	p3.A9|OEECBAGI_03884	p3.A9|OEECBAGI_03883,p3.A9|OEECBAGI_03884	2	PtuA,PtuB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p3.A9|OEECBAGI_03894	p3.A9|OEECBAGI_03897	p3.A9|OEECBAGI_03894,p3.A9|OEECBAGI_03895,p3.A9|OEECBAGI_03896,p3.A9|OEECBAGI_03897	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Kiwa_4	Kiwa	Kiwa	p3.A9|OEECBAGI_03898	p3.A9|OEECBAGI_03899	p3.A9|OEECBAGI_03898,p3.A9|OEECBAGI_03899	2	KwaA,KwaB
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p3.A9|OEECBAGI_04482	p3.A9|OEECBAGI_04483	p3.A9|OEECBAGI_04482,p3.A9|OEECBAGI_04483	2	Type_IV_REases,Type_IV_REases
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p3.A9|OEECBAGI_04484	p3.A9|OEECBAGI_04485	p3.A9|OEECBAGI_04484,p3.A9|OEECBAGI_04485	2	Type_II_MTases,Type_II_REases
