sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p7.G11|KDNLLNAL_00399	p7.G11|KDNLLNAL_00400	p7.G11|KDNLLNAL_00399,p7.G11|KDNLLNAL_00400	2	Type_II_REases,Type_II_MTases
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p7.G11|KDNLLNAL_00787	p7.G11|KDNLLNAL_00788	p7.G11|KDNLLNAL_00787,p7.G11|KDNLLNAL_00788	2	Type_II_MTases,Type_II_REases
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p7.G11|KDNLLNAL_01151	p7.G11|KDNLLNAL_01151	p7.G11|KDNLLNAL_01151	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p7.G11|KDNLLNAL_01171	p7.G11|KDNLLNAL_01172	p7.G11|KDNLLNAL_01171,p7.G11|KDNLLNAL_01172	2	GajA,GajB
UserReplicon_Septu_9	Septu	Septu	p7.G11|KDNLLNAL_02468	p7.G11|KDNLLNAL_02469	p7.G11|KDNLLNAL_02468,p7.G11|KDNLLNAL_02469	2	PtuA,PtuB
UserReplicon_Abi2_1	Abi2	Abi2	p7.G11|KDNLLNAL_04138	p7.G11|KDNLLNAL_04138	p7.G11|KDNLLNAL_04138	1	Abi_2
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p7.G11|KDNLLNAL_04974	p7.G11|KDNLLNAL_04975	p7.G11|KDNLLNAL_04974,p7.G11|KDNLLNAL_04975	2	Type_I_REases,Type_I_MTases
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p7.G11|KDNLLNAL_05093	p7.G11|KDNLLNAL_05093	p7.G11|KDNLLNAL_05093	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p7.G11|KDNLLNAL_05102	p7.G11|KDNLLNAL_05103	p7.G11|KDNLLNAL_05102,p7.G11|KDNLLNAL_05103	2	IetS,IetA
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p7.G11|KDNLLNAL_05458	p7.G11|KDNLLNAL_05461	p7.G11|KDNLLNAL_05458,p7.G11|KDNLLNAL_05459,p7.G11|KDNLLNAL_05460,p7.G11|KDNLLNAL_05461	4	JetD_I,JetC_I,JetB_I,JetA_I
