sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p26.C5|CLBLDJLP_00372	p26.C5|CLBLDJLP_00375	p26.C5|CLBLDJLP_00372,p26.C5|CLBLDJLP_00373,p26.C5|CLBLDJLP_00374,p26.C5|CLBLDJLP_00375	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Retron_III_7	Retron	Retron_III	p26.C5|CLBLDJLP_00656	p26.C5|CLBLDJLP_00657	p26.C5|CLBLDJLP_00656,p26.C5|CLBLDJLP_00657	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_2	Hachiman	Hachiman	p26.C5|CLBLDJLP_00659	p26.C5|CLBLDJLP_00660	p26.C5|CLBLDJLP_00659,p26.C5|CLBLDJLP_00660	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p26.C5|CLBLDJLP_00662	p26.C5|CLBLDJLP_00663	p26.C5|CLBLDJLP_00662,p26.C5|CLBLDJLP_00663	2	GajB,GajA
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p26.C5|CLBLDJLP_01800	p26.C5|CLBLDJLP_01803	p26.C5|CLBLDJLP_01800,p26.C5|CLBLDJLP_01803	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p26.C5|CLBLDJLP_02504	p26.C5|CLBLDJLP_02505	p26.C5|CLBLDJLP_02504,p26.C5|CLBLDJLP_02505	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p26.C5|CLBLDJLP_02515	p26.C5|CLBLDJLP_02515	p26.C5|CLBLDJLP_02515	1	Type_IV_REases
UserReplicon_Hachiman_3	Hachiman	Hachiman	p26.C5|CLBLDJLP_04008	p26.C5|CLBLDJLP_04009	p26.C5|CLBLDJLP_04008,p26.C5|CLBLDJLP_04009	2	HamA_1,HamB
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p26.C5|CLBLDJLP_04911	p26.C5|CLBLDJLP_04911	p26.C5|CLBLDJLP_04911	1	Type_IV_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p26.C5|CLBLDJLP_05220	p26.C5|CLBLDJLP_05220	p26.C5|CLBLDJLP_05220	1	ATPase
