sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Abi2_1	Abi2	Abi2	p3.B12|GENAHNOA_00260	p3.B12|GENAHNOA_00260	p3.B12|GENAHNOA_00260	1	Abi_2
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p3.B12|GENAHNOA_01987	p3.B12|GENAHNOA_01988	p3.B12|GENAHNOA_01987,p3.B12|GENAHNOA_01988	2	Type_II_REases,Type_II_MTases
UserReplicon_Gabija_2	Gabija	Gabija	p3.B12|GENAHNOA_02551	p3.B12|GENAHNOA_02552	p3.B12|GENAHNOA_02551,p3.B12|GENAHNOA_02552	2	GajB,GajA
UserReplicon_Rst_HEPN_7	Rst_HEPN	Rst_HEPN	p3.B12|GENAHNOA_02572	p3.B12|GENAHNOA_02572	p3.B12|GENAHNOA_02572	1	Rst_HEPN
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p3.B12|GENAHNOA_03709	p3.B12|GENAHNOA_03710	p3.B12|GENAHNOA_03709,p3.B12|GENAHNOA_03710	2	Type_I_REases,Type_I_MTases
UserReplicon_RM_Type_II_6	RM	RM_Type_II	p3.B12|GENAHNOA_04083	p3.B12|GENAHNOA_04084	p3.B12|GENAHNOA_04083,p3.B12|GENAHNOA_04084	2	Type_II_MTases,Type_II_REases
UserReplicon_Septu_9	Septu	Septu	p3.B12|GENAHNOA_04405	p3.B12|GENAHNOA_04406	p3.B12|GENAHNOA_04405,p3.B12|GENAHNOA_04406	2	PtuA,PtuB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p3.B12|GENAHNOA_04525	p3.B12|GENAHNOA_04528	p3.B12|GENAHNOA_04525,p3.B12|GENAHNOA_04526,p3.B12|GENAHNOA_04527,p3.B12|GENAHNOA_04528	4	JetD_I,JetC_I,JetB_I,JetA_I
UserReplicon_Rst_Sirtuin-like_8	Rst_Sirtuin-like	Rst_Sirtuin-like	p3.B12|GENAHNOA_05086	p3.B12|GENAHNOA_05086	p3.B12|GENAHNOA_05086	1	Sirtuin_like
UserReplicon_Gao_Iet_3	Gao_Iet	Gao_Iet	p3.B12|GENAHNOA_05095	p3.B12|GENAHNOA_05096	p3.B12|GENAHNOA_05095,p3.B12|GENAHNOA_05096	2	IetS,IetA
