sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p6.D8|GKOPMLGH_00629	p6.D8|GKOPMLGH_00629	p6.D8|GKOPMLGH_00629	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p6.D8|GKOPMLGH_00858	p6.D8|GKOPMLGH_00859	p6.D8|GKOPMLGH_00858,p6.D8|GKOPMLGH_00859	2	HamB,HamA_1
UserReplicon_Septu_9	Septu	Septu	p6.D8|GKOPMLGH_02105	p6.D8|GKOPMLGH_02106	p6.D8|GKOPMLGH_02105,p6.D8|GKOPMLGH_02106	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p6.D8|GKOPMLGH_02116	p6.D8|GKOPMLGH_02116	p6.D8|GKOPMLGH_02116	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p6.D8|GKOPMLGH_03452	p6.D8|GKOPMLGH_03455	p6.D8|GKOPMLGH_03452,p6.D8|GKOPMLGH_03455	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p6.D8|GKOPMLGH_04466	p6.D8|GKOPMLGH_04466	p6.D8|GKOPMLGH_04466	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p6.D8|GKOPMLGH_04990	p6.D8|GKOPMLGH_04991	p6.D8|GKOPMLGH_04990,p6.D8|GKOPMLGH_04991	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p6.D8|GKOPMLGH_04993	p6.D8|GKOPMLGH_04994	p6.D8|GKOPMLGH_04993,p6.D8|GKOPMLGH_04994	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p6.D8|GKOPMLGH_04996	p6.D8|GKOPMLGH_04997	p6.D8|GKOPMLGH_04996,p6.D8|GKOPMLGH_04997	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p6.D8|GKOPMLGH_05278	p6.D8|GKOPMLGH_05281	p6.D8|GKOPMLGH_05278,p6.D8|GKOPMLGH_05279,p6.D8|GKOPMLGH_05280,p6.D8|GKOPMLGH_05281	4	JetD_I,JetC_I,JetB_I,JetA_I
