sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_III_8	RM	RM_Type_III	p6.E9|AIGJBBJL_00380	p6.E9|AIGJBBJL_00381	p6.E9|AIGJBBJL_00380,p6.E9|AIGJBBJL_00381	2	Type_III_MTases,Type_III_REases
UserReplicon_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	p6.E9|AIGJBBJL_00406	p6.E9|AIGJBBJL_00406	p6.E9|AIGJBBJL_00406	1	PplA
UserReplicon_AbiH_1	AbiH	AbiH	p6.E9|AIGJBBJL_00419	p6.E9|AIGJBBJL_00419	p6.E9|AIGJBBJL_00419	1	AbiH
UserReplicon_Rst_ATPase_9	Rst_ATPase	Rst_ATPase	p6.E9|AIGJBBJL_00638	p6.E9|AIGJBBJL_00638	p6.E9|AIGJBBJL_00638	1	ATPase
UserReplicon_Septu_11	Septu	Septu	p6.E9|AIGJBBJL_00817	p6.E9|AIGJBBJL_00818	p6.E9|AIGJBBJL_00817,p6.E9|AIGJBBJL_00818	2	PtuB,PtuA
UserReplicon_RM_Type_II_7	RM	RM_Type_II	p6.E9|AIGJBBJL_01333	p6.E9|AIGJBBJL_01334	p6.E9|AIGJBBJL_01333,p6.E9|AIGJBBJL_01334	2	Type_II_REases,Type_II_MTases
UserReplicon_Hachiman_4	Hachiman	Hachiman	p6.E9|AIGJBBJL_01691	p6.E9|AIGJBBJL_01692	p6.E9|AIGJBBJL_01691,p6.E9|AIGJBBJL_01692	2	HamB,HamA_1
UserReplicon_RM_Type_I_6	RM	RM_Type_I	p6.E9|AIGJBBJL_01701	p6.E9|AIGJBBJL_01702	p6.E9|AIGJBBJL_01701,p6.E9|AIGJBBJL_01702	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_HEPN_10	Rst_HEPN	Rst_HEPN	p6.E9|AIGJBBJL_02401	p6.E9|AIGJBBJL_02401	p6.E9|AIGJBBJL_02401	1	Rst_HEPN
UserReplicon_Gabija_2	Gabija	Gabija	p6.E9|AIGJBBJL_03588	p6.E9|AIGJBBJL_03589	p6.E9|AIGJBBJL_03588,p6.E9|AIGJBBJL_03589	2	GajB,GajA
UserReplicon_Hachiman_5	Hachiman	Hachiman	p6.E9|AIGJBBJL_05358	p6.E9|AIGJBBJL_05359	p6.E9|AIGJBBJL_05358,p6.E9|AIGJBBJL_05359	2	HamA_2,HamB
UserReplicon_Septu_12	Septu	Septu	p6.E9|AIGJBBJL_05360	p6.E9|AIGJBBJL_05361	p6.E9|AIGJBBJL_05360,p6.E9|AIGJBBJL_05361	2	PtuA,PtuB
