sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p3.C2|LLLCAIAD_00630	p3.C2|LLLCAIAD_00630	p3.C2|LLLCAIAD_00630	1	Type_IV_REases
UserReplicon_Septu_9	Septu	Septu	p3.C2|LLLCAIAD_02252	p3.C2|LLLCAIAD_02253	p3.C2|LLLCAIAD_02252,p3.C2|LLLCAIAD_02253	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p3.C2|LLLCAIAD_02263	p3.C2|LLLCAIAD_02263	p3.C2|LLLCAIAD_02263	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p3.C2|LLLCAIAD_02929	p3.C2|LLLCAIAD_02932	p3.C2|LLLCAIAD_02929,p3.C2|LLLCAIAD_02932	2	Type_I_MTases,Type_I_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p3.C2|LLLCAIAD_03106	p3.C2|LLLCAIAD_03107	p3.C2|LLLCAIAD_03106,p3.C2|LLLCAIAD_03107	2	HamB,HamA_1
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p3.C2|LLLCAIAD_04434	p3.C2|LLLCAIAD_04434	p3.C2|LLLCAIAD_04434	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p3.C2|LLLCAIAD_04646	p3.C2|LLLCAIAD_04647	p3.C2|LLLCAIAD_04646,p3.C2|LLLCAIAD_04647	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p3.C2|LLLCAIAD_04649	p3.C2|LLLCAIAD_04650	p3.C2|LLLCAIAD_04649,p3.C2|LLLCAIAD_04650	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p3.C2|LLLCAIAD_04652	p3.C2|LLLCAIAD_04653	p3.C2|LLLCAIAD_04652,p3.C2|LLLCAIAD_04653	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p3.C2|LLLCAIAD_04934	p3.C2|LLLCAIAD_04937	p3.C2|LLLCAIAD_04934,p3.C2|LLLCAIAD_04935,p3.C2|LLLCAIAD_04936,p3.C2|LLLCAIAD_04937	4	JetD_I,JetC_I,JetB_I,JetA_I
