sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p5.C3|EGBONEEC_00630	p5.C3|EGBONEEC_00630	p5.C3|EGBONEEC_00630	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p5.C3|EGBONEEC_00858	p5.C3|EGBONEEC_00859	p5.C3|EGBONEEC_00858,p5.C3|EGBONEEC_00859	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p5.C3|EGBONEEC_01296	p5.C3|EGBONEEC_01299	p5.C3|EGBONEEC_01296,p5.C3|EGBONEEC_01299	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p5.C3|EGBONEEC_02037	p5.C3|EGBONEEC_02038	p5.C3|EGBONEEC_02037,p5.C3|EGBONEEC_02038	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p5.C3|EGBONEEC_02048	p5.C3|EGBONEEC_02048	p5.C3|EGBONEEC_02048	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p5.C3|EGBONEEC_03127	p5.C3|EGBONEEC_03130	p5.C3|EGBONEEC_03127,p5.C3|EGBONEEC_03128,p5.C3|EGBONEEC_03129,p5.C3|EGBONEEC_03130	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p5.C3|EGBONEEC_04320	p5.C3|EGBONEEC_04320	p5.C3|EGBONEEC_04320	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p5.C3|EGBONEEC_04657	p5.C3|EGBONEEC_04658	p5.C3|EGBONEEC_04657,p5.C3|EGBONEEC_04658	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p5.C3|EGBONEEC_04660	p5.C3|EGBONEEC_04661	p5.C3|EGBONEEC_04660,p5.C3|EGBONEEC_04661	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p5.C3|EGBONEEC_04663	p5.C3|EGBONEEC_04664	p5.C3|EGBONEEC_04663,p5.C3|EGBONEEC_04664	2	PRTase_WH,RT_Tot
