sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p13.C1|LOENAOBB_00629	p13.C1|LOENAOBB_00629	p13.C1|LOENAOBB_00629	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p13.C1|LOENAOBB_00846	p13.C1|LOENAOBB_00847	p13.C1|LOENAOBB_00846,p13.C1|LOENAOBB_00847	2	HamA_1,HamB
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p13.C1|LOENAOBB_01547	p13.C1|LOENAOBB_01550	p13.C1|LOENAOBB_01547,p13.C1|LOENAOBB_01550	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p13.C1|LOENAOBB_02262	p13.C1|LOENAOBB_02262	p13.C1|LOENAOBB_02262	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p13.C1|LOENAOBB_02711	p13.C1|LOENAOBB_02712	p13.C1|LOENAOBB_02711,p13.C1|LOENAOBB_02712	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p13.C1|LOENAOBB_02722	p13.C1|LOENAOBB_02722	p13.C1|LOENAOBB_02722	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p13.C1|LOENAOBB_04421	p13.C1|LOENAOBB_04422	p13.C1|LOENAOBB_04421,p13.C1|LOENAOBB_04422	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p13.C1|LOENAOBB_04424	p13.C1|LOENAOBB_04425	p13.C1|LOENAOBB_04424,p13.C1|LOENAOBB_04425	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p13.C1|LOENAOBB_04427	p13.C1|LOENAOBB_04428	p13.C1|LOENAOBB_04427,p13.C1|LOENAOBB_04428	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p13.C1|LOENAOBB_04709	p13.C1|LOENAOBB_04712	p13.C1|LOENAOBB_04709,p13.C1|LOENAOBB_04710,p13.C1|LOENAOBB_04711,p13.C1|LOENAOBB_04712	4	JetD_I,JetC_I,JetB_I,JetA_I
