sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p25.B3|BCPLBJOC_00600	p25.B3|BCPLBJOC_00600	p25.B3|BCPLBJOC_00600	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p25.B3|BCPLBJOC_00791	p25.B3|BCPLBJOC_00792	p25.B3|BCPLBJOC_00791,p25.B3|BCPLBJOC_00792	2	HamB,HamA_1
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p25.B3|BCPLBJOC_01679	p25.B3|BCPLBJOC_01682	p25.B3|BCPLBJOC_01679,p25.B3|BCPLBJOC_01682	2	Type_I_MTases,Type_I_REases
UserReplicon_Septu_9	Septu	Septu	p25.B3|BCPLBJOC_02416	p25.B3|BCPLBJOC_02417	p25.B3|BCPLBJOC_02416,p25.B3|BCPLBJOC_02417	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p25.B3|BCPLBJOC_02427	p25.B3|BCPLBJOC_02427	p25.B3|BCPLBJOC_02427	1	Type_IV_REases
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p25.B3|BCPLBJOC_02847	p25.B3|BCPLBJOC_02850	p25.B3|BCPLBJOC_02847,p25.B3|BCPLBJOC_02848,p25.B3|BCPLBJOC_02849,p25.B3|BCPLBJOC_02850	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p25.B3|BCPLBJOC_02953	p25.B3|BCPLBJOC_02953	p25.B3|BCPLBJOC_02953	1	ATPase
UserReplicon_Gabija_1	Gabija	Gabija	p25.B3|BCPLBJOC_05261	p25.B3|BCPLBJOC_05262	p25.B3|BCPLBJOC_05261,p25.B3|BCPLBJOC_05262	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p25.B3|BCPLBJOC_05264	p25.B3|BCPLBJOC_05265	p25.B3|BCPLBJOC_05264,p25.B3|BCPLBJOC_05265	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p25.B3|BCPLBJOC_05267	p25.B3|BCPLBJOC_05268	p25.B3|BCPLBJOC_05267,p25.B3|BCPLBJOC_05268	2	PRTase_WH,RT_Tot
