sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Septu_8	Septu	Septu	p3.B9|AKECMCNE_00917	p3.B9|AKECMCNE_00918	p3.B9|AKECMCNE_00917,p3.B9|AKECMCNE_00918	2	PtuA,PtuB
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p3.B9|AKECMCNE_00928	p3.B9|AKECMCNE_00931	p3.B9|AKECMCNE_00928,p3.B9|AKECMCNE_00929,p3.B9|AKECMCNE_00930,p3.B9|AKECMCNE_00931	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Kiwa_4	Kiwa	Kiwa	p3.B9|AKECMCNE_00932	p3.B9|AKECMCNE_00933	p3.B9|AKECMCNE_00932,p3.B9|AKECMCNE_00933	2	KwaA,KwaB
UserReplicon_Retron_I_C_7	Retron	Retron_I_C	p3.B9|AKECMCNE_00952	p3.B9|AKECMCNE_00952	p3.B9|AKECMCNE_00952	1	RT_1_C1
UserReplicon_Abi2_1	Abi2	Abi2	p3.B9|AKECMCNE_00954	p3.B9|AKECMCNE_00954	p3.B9|AKECMCNE_00954	1	Abi_2
UserReplicon_Gao_Ape_3	Gao_Ape	Gao_Ape	p3.B9|AKECMCNE_01986	p3.B9|AKECMCNE_01986	p3.B9|AKECMCNE_01986	1	ApeA
UserReplicon_Septu_9	Septu	Septu	p3.B9|AKECMCNE_02875	p3.B9|AKECMCNE_02876	p3.B9|AKECMCNE_02875,p3.B9|AKECMCNE_02876	2	PtuA,PtuB
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p3.B9|AKECMCNE_03066	p3.B9|AKECMCNE_03067	p3.B9|AKECMCNE_03066,p3.B9|AKECMCNE_03067	2	Type_IV_REases,Type_IV_REases
UserReplicon_RM_Type_II_5	RM	RM_Type_II	p3.B9|AKECMCNE_03068	p3.B9|AKECMCNE_03069	p3.B9|AKECMCNE_03068,p3.B9|AKECMCNE_03069	2	Type_II_MTases,Type_II_REases
UserReplicon_Abi2_2	Abi2	Abi2	p3.B9|AKECMCNE_03317	p3.B9|AKECMCNE_03317	p3.B9|AKECMCNE_03317	1	Abi_2
