sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p9.H5|GAGBLEAA_00353	p9.H5|GAGBLEAA_00353	p9.H5|GAGBLEAA_00353	1	ATPase
UserReplicon_Septu_9	Septu	Septu	p9.H5|GAGBLEAA_01015	p9.H5|GAGBLEAA_01016	p9.H5|GAGBLEAA_01015,p9.H5|GAGBLEAA_01016	2	PtuB,PtuA
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p9.H5|GAGBLEAA_01026	p9.H5|GAGBLEAA_01026	p9.H5|GAGBLEAA_01026	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p9.H5|GAGBLEAA_01326	p9.H5|GAGBLEAA_01329	p9.H5|GAGBLEAA_01326,p9.H5|GAGBLEAA_01329	2	Type_I_MTases,Type_I_REases
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p9.H5|GAGBLEAA_02175	p9.H5|GAGBLEAA_02175	p9.H5|GAGBLEAA_02175	1	Type_IV_REases
UserReplicon_Hachiman_2	Hachiman	Hachiman	p9.H5|GAGBLEAA_04052	p9.H5|GAGBLEAA_04053	p9.H5|GAGBLEAA_04052,p9.H5|GAGBLEAA_04053	2	HamB,HamA_1
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p9.H5|GAGBLEAA_04844	p9.H5|GAGBLEAA_04847	p9.H5|GAGBLEAA_04844,p9.H5|GAGBLEAA_04845,p9.H5|GAGBLEAA_04846,p9.H5|GAGBLEAA_04847	4	JetA_I,JetB_I,JetC_I,JetD_I
UserReplicon_Retron_III_7	Retron	Retron_III	p9.H5|GAGBLEAA_05128	p9.H5|GAGBLEAA_05129	p9.H5|GAGBLEAA_05128,p9.H5|GAGBLEAA_05129	2	RT_Tot,PRTase_WH
UserReplicon_Hachiman_3	Hachiman	Hachiman	p9.H5|GAGBLEAA_05131	p9.H5|GAGBLEAA_05132	p9.H5|GAGBLEAA_05131,p9.H5|GAGBLEAA_05132	2	HamA_2,HamB
UserReplicon_Gabija_1	Gabija	Gabija	p9.H5|GAGBLEAA_05134	p9.H5|GAGBLEAA_05135	p9.H5|GAGBLEAA_05134,p9.H5|GAGBLEAA_05135	2	GajB,GajA
