sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
UserReplicon_RM_Type_IV_5	RM	RM_Type_IV	p25.F3|BPFHBNHI_00630	p25.F3|BPFHBNHI_00630	p25.F3|BPFHBNHI_00630	1	Type_IV_REases
UserReplicon_RM_Type_I_4	RM	RM_Type_I	p25.F3|BPFHBNHI_01314	p25.F3|BPFHBNHI_01317	p25.F3|BPFHBNHI_01314,p25.F3|BPFHBNHI_01317	2	Type_I_MTases,Type_I_REases
UserReplicon_Rst_ATPase_8	Rst_ATPase	Rst_ATPase	p25.F3|BPFHBNHI_02497	p25.F3|BPFHBNHI_02497	p25.F3|BPFHBNHI_02497	1	ATPase
UserReplicon_Hachiman_2	Hachiman	Hachiman	p25.F3|BPFHBNHI_04006	p25.F3|BPFHBNHI_04007	p25.F3|BPFHBNHI_04006,p25.F3|BPFHBNHI_04007	2	HamA_1,HamB
UserReplicon_Septu_9	Septu	Septu	p25.F3|BPFHBNHI_04060	p25.F3|BPFHBNHI_04061	p25.F3|BPFHBNHI_04060,p25.F3|BPFHBNHI_04061	2	PtuB,PtuA
UserReplicon_RM_Type_IV_6	RM	RM_Type_IV	p25.F3|BPFHBNHI_04071	p25.F3|BPFHBNHI_04071	p25.F3|BPFHBNHI_04071	1	Type_IV_REases
UserReplicon_Gabija_1	Gabija	Gabija	p25.F3|BPFHBNHI_04629	p25.F3|BPFHBNHI_04630	p25.F3|BPFHBNHI_04629,p25.F3|BPFHBNHI_04630	2	GajA,GajB
UserReplicon_Hachiman_3	Hachiman	Hachiman	p25.F3|BPFHBNHI_04632	p25.F3|BPFHBNHI_04633	p25.F3|BPFHBNHI_04632,p25.F3|BPFHBNHI_04633	2	HamB,HamA_2
UserReplicon_Retron_III_7	Retron	Retron_III	p25.F3|BPFHBNHI_04635	p25.F3|BPFHBNHI_04636	p25.F3|BPFHBNHI_04635,p25.F3|BPFHBNHI_04636	2	PRTase_WH,RT_Tot
UserReplicon_Wadjet_I_10	Wadjet	Wadjet_I	p25.F3|BPFHBNHI_04917	p25.F3|BPFHBNHI_04920	p25.F3|BPFHBNHI_04917,p25.F3|BPFHBNHI_04918,p25.F3|BPFHBNHI_04919,p25.F3|BPFHBNHI_04920	4	JetD_I,JetC_I,JetB_I,JetA_I
